StoreName,City,Phone,Map
Edappal,Edappal,+918742917044,"https://www.google.com/maps/search/?api=1&query=10.7770937,76.0106318&query_place_id=ChIJI1X26z3vpzsR5U8PhlLlpfw"
North Paravoor,Ernakulam,+917065045116,"https://www.google.com/maps/search/?api=1&query=10.14931,76.23389&query_place_id=ChIJ-yoNAIgbCDsR3gs43vj3V6k"
Adimali,Idukki,+919953940273,"https://www.google.com/maps/search/?api=1&query=10.012437,76.955399&query_place_id=ChIJi-x16m6XBzsRq-xPuZTmCqQ"
Kalpetta,Kalpetta,+914936298088,"https://www.google.com/maps/search/?api=1&query=11.60999,76.08282&query_place_id=a"
Kanjirapally,Kanjirappally,+918377005614,"https://www.google.com/maps/search/?api=1&query=9.555189,76.790588&query_place_id=ChIJ77N0dkY3BjsRYw1EgDfjmgI"
Central Mall of Emad,Kannur,+917065045131,"https://www.google.com/maps/search/?api=1&query=11.86827,75.37031&query_place_id=ChIJb-2RALgjpDsRQ6VFflBnmqw"
Flagship Store Karunagapalli,Karunagappalli,+918929330708,"https://www.google.com/maps/search/?api=1&query=9.04937,76.536164&query_place_id=ChIJW3_RorIDBjsRK06EWOMMTJA"
MG Road,Kasaragod,+919873159134,"https://www.google.com/maps/search/?api=1&query=12.50325,74.99247&query_place_id=ChIJm6hfv4eDpDsRSsGgjvK5a8U"
Kattappana,Kattappana,+919582355940,"https://www.google.com/maps/search/?api=1&query=9.755696,77.111733&query_place_id=ChIJK-1k9pepBzsRxTkOYhv9ki0"
Thoppumpady,Kochi,+918929289733,"https://www.google.com/maps/search/?api=1&query=9.93487,76.26422&query_place_id=ChIJtaQMlBptCDsRMlh-RgdK5Cs"
High School Junction Kollam,Kollam,+919873916538,"https://www.google.com/maps/search/?api=1&query=8.8915989,76.5803004&query_place_id=ChIJC24TLUr9BTsRfUE8fEJahIo"
Kothamangalam,Kothamangalam,+918929338426,"https://www.google.com/maps/search/?api=1&query=10.06126128,76.63193977&query_place_id=ChIJ836v_1fpBzsRJqAYOqNkh8E"
Kottakkal,Kottakkal,+918929310945,"https://www.google.com/maps/search/?api=1&query=11.0000186,75.9941235&query_place_id=ChIJmbRmvRa1pzsRhk_9d9eckUM"
Kalathippady Kottayam,Kottayam,+918289958761,"https://www.google.com/maps/search/?api=1&query=10.012437,76.955399&query_place_id=a"
Vatakara,Kozhikode,+919870542543,"https://www.google.com/maps/search/?api=1&query=11.594228610892946,75.59076962866537&query_place_id=ChIJi2HqVCmFpjsRRfB1HA2HhvA"
Perinthalmana,Malappuram,+918447896134,"https://www.google.com/maps/search/?api=1&query=10.974525,76.234386&query_place_id=ChIJS99r45jNpzsRwweVy3D_LJc"
Valanchery,Malappurram,+918743802947,"https://www.google.com/maps/search/?api=1&query=10.8892483,76.0719052&query_place_id=ChIJjfsTLBJZpjsRifdaGVm0z7g"
Manjeri,Manjeri,+918929487843,"https://www.google.com/maps/search/?api=1&query=11.110334,76.119167&query_place_id=ChIJMXqW8XA3pjsRSyyV4m5bXR4"
Mannarkkad,Mannarkkad,+918929304266,"https://www.google.com/maps/search/?api=1&query=10.9890628,76.45136509&query_place_id=ChIJtYKQ7Y3VpzsRZLWDEGNGb34"
Ottappalam,Ottapalam,+918376801137,"https://www.google.com/maps/search/?api=1&query=10.77283,76.37149&query_place_id=ChIJw2pTfvfZpzsRhNywKLrUYpo"
Palakkad,Palakkad,+919319374483,"https://www.google.com/maps/search/?api=1&query=10.770001,76.66167&query_place_id=ChIJG4SW0hptqDsR9v7ajc3R3H4"
Pathanamthitta,Pathanamthitta,+918929706392,"https://www.google.com/maps/search/?api=1&query=9.266205,76.779414&query_place_id=ChIJURkGI6AVBjsRKkfXHAYSGQY"
Perinthalmanna,Perinthalmanna,+919650648649,"https://www.google.com/maps/search/?api=1&query=10.9886188,76.2256078&query_place_id=ChIJMUSfqlzNpzsR7hbnAB_kKk0"
Flagship Store Thiruvalla,Thiruvalla,+918800313356,"https://www.google.com/maps/search/?api=1&query=9.395138,76.570261&query_place_id=ChIJQ5rxqGQlBjsR64hOh0icWTI"
Venjaramoodu,Thiruvananthapuram,+919582065613,"https://www.google.com/maps/search/?api=1&query=8.680481,76.908976&query_place_id=ChIJx3haouPBBTsR2ga0klTucME"
Nedumangad,Thiruvanthapuram,+919718309046,"https://www.google.com/maps/search/?api=1&query=8.6033,76.99941&query_place_id=ChIJG63P9pC5BTsRc5V8C9va_oA"
Thodupuzha,Thodupuzha,+918929277896,"https://www.google.com/maps/search/?api=1&query=9.896161,76.707855&query_place_id=ChIJa0-pIf3FBzsRBoUrWIQ6-g0"
Hill Palace,Thrippunithura,+918447906956,"https://www.google.com/maps/search/?api=1&query=9.945627,76.350798&query_place_id=ChIJW7XVK7RzCDsR2CROTMn8mnc"
Wadakkanchery,Thrissur,+918743098291,"https://www.google.com/maps/search/?api=1&query=10.663974,76.248294&query_place_id=ChIJ49XUf7bppzsR1XDc1ibk3Y8"
Tirur,Tirur,+917065178520,"https://www.google.com/maps/search/?api=1&query=10.904778,75.921108&query_place_id=ChIJzUjgPyCxpzsR-J_t9u1OThw"
Sultan Bathery,Wayanad,+919891895842,"https://www.google.com/maps/search/?api=1&query=11.65874,76.2488&query_place_id=ChIJr-h0fJ8JpjsRg_e4AyJT7JI"
MP Nagar,Bhopal,+917428890206,"https://www.google.com/maps/search/?api=1&query=23.2319476,77.4355671&query_place_id=ChIJe9CTRgevJzoRKEQzHzLpX9c"
Lalbaugh,Burhanpur,+918929162488,"https://www.google.com/maps/search/?api=1&query=21.313524,76.219105&query_place_id=ChIJLRvyE2oz2DsRL-t_G3asKa4"
"Stadium Complex, Main Road",Chhindwara,+917428890287,"https://www.google.com/maps/search/?api=1&query=22.0568443,78.9379689&query_place_id=ChIJq1_M0u5n1TsRSZRoy9zppos"
DB Mall,Gwalior,+918929839065,"https://www.google.com/maps/search/?api=1&query=26.2163431,78.1851195&query_place_id=ChIJOYrXHovFdjkRzP0Ar0n6scU"
Scheme No 54,Indore,+918929328755,"https://www.google.com/maps/search/?api=1&query=22.756271,75.890792&query_place_id=ChIJdfXjfcQDYzkRIx6xFU1bdGc"
Vijay Nagar,Jabalpur,+917065045239,"https://www.google.com/maps/search/?api=1&query=23.178569,79.910803&query_place_id=ChIJ26AbSYSxgTkRV6EJVQk6B3A"
Ratlam,Ratlam,+917303210211,"https://www.google.com/maps/search/?api=1&query=23.33621,75.05035&query_place_id=ChIJk5nzbWX_YzkR7MynAwzZzY4"
Makroniya Sagar,Sagar,+918929263205,"https://www.google.com/maps/search/?api=1&query=23.854318,78.794096&query_place_id=ChIJxWo_jYzngTkRvZC8M9zM8po"
Rewa Road,Satna,+917428890278,"https://www.google.com/maps/search/?api=1&query=24.573592,80.83972&query_place_id=ChIJqYpvGj1_hDkR74Kgm0Rouww"
Chanakyapuri Main Road Sehore,Sehore,+919582598588,"https://www.google.com/maps/search/?api=1&query=23.206960,77.097968&query_place_id=ChIJt2W11I_zfDkRsQyPP-s1Utc"
Nanakheda,Ujjain,+919899411604,"https://www.google.com/maps/search/?api=1&query=75.791731,23.157243&query_place_id=ChIJ3antB-x1YzkRcBVKwmU1kfU"
Sanchi Road,Vidisha,+919873965430,"https://www.google.com/maps/search/?api=1&query=23.520661,77.801315&query_place_id=ChIJ5ZvzMnEFfDkRTZKZokHdKJk"
Savedi Road,Ahmednagar,+918929344394,"https://www.google.com/maps/search/?api=1&query=19.110739,74.732756&query_place_id=ChIJmXzkD7Kx3DsRiwNikdgsl3c"
Akola,Akola,+918929335926,"https://www.google.com/maps/search/?api=1&query=20.708780,77.009712&query_place_id=ChIJCV8XukQv1zsRVqgMxf_qGr8"
Ambernath,Ambernath,+918929762047,"https://www.google.com/maps/search/?api=1&query=19.20858,73.183102&query_place_id=ChIJ46YVzcaT5zsRAcXO82sIKyU"
Badnera Road,Amravati,+917428890230,"https://www.google.com/maps/search/?api=1&query=20.90914,77.751373&query_place_id=ChIJu-fyfsmk1jsRGGVDTozNTUs"
Usmanpura,Aurangabad,+918376801264,"https://www.google.com/maps/search/?api=1&query=19.870302,75.327881&query_place_id=ChIJn-3VKgGZ2zsR5iVrdOKbah8"
Shaikh Villa,Badlapur,+919718294275,"https://www.google.com/maps/search/?api=1&query=19.165045,73.246547&query_place_id=ChIJY51KCiXt5zsR6Er8ITUAONk"
Baramati,Baramati,+917065045379,"https://www.google.com/maps/search/?api=1&query=18.156686,74.583116&query_place_id=ChIJRXjVFDOhwzsRQYljfOG7-dA"
Bhayandar West,Bhayandar,+919582478473,"https://www.google.com/maps/search/?api=1&query=19.309922,72.850287&query_place_id=ChIJx0THbPqx5zsRM4NApd-31gs"
Gauri Pada,Bhiwandi,+917065045210,"https://www.google.com/maps/search/?api=1&query=19.292829,73.05572&query_place_id=ChIJewgww2-95zsR22J8v2qi220"
Yash Padma Arcade,Boisar,+918929266390,"https://www.google.com/maps/search/?api=1&query=19.799217,72.759745&query_place_id=ChIJ6xTtciwf5zsRmJnuIRK3dHQ"
Chandrapur,Chandrapur,+918447805284,"https://www.google.com/maps/search/?api=1&query=19.955789,79.2954859&query_place_id=ChIJt_8IeB7V0jsRtAC8FlJZsvE"
Chiplun,Chiplun,+917291812242,"https://www.google.com/maps/search/?api=1&query=17.52655,73.52581&query_place_id=ChIJmSKmiUWLwTsR5axhVJ5wVKs"
Dhule,Dhule,+917065079414,"https://www.google.com/maps/search/?api=1&query=20.9033621,74.778084&query_place_id=ChIJIw5ds8nF3jsRYrQGeeRm9zA"
GNP Arcadia,Dombivli,+918929331361,"https://www.google.com/maps/search/?api=1&query=19.21318196,73.10540336&query_place_id=ChIJZ-VVvl2V5zsRSsyc53v3VUU"
Sangli Road,Ichalkaranji,+919311773751,"https://www.google.com/maps/search/?api=1&query=16.6902649767,74.47451239840&query_place_id=ChIJx_woALbjwDsRzh13efsSm-E"
Metro Junction Mall,kalyan,+919711701499,"https://www.google.com/maps/search/?api=1&query=19.228910,73.123275&query_place_id=ChIJwaTnbsWV5zsRAZ14iHmm8H4"
Karad,Karad,+918447912523,"https://www.google.com/maps/search/?api=1&query=17.2760399,74.180009&query_place_id=ChIJ80uv_4uDwTsRAQjuOCebbH4"
Aamrai,Karjat,+919582467430,"https://www.google.com/maps/search/?api=1&query=19.014750,73.091960&query_place_id=ChIJJ8uq3PP75zsRv3hm6y0Y0RE"
Khopoli,Khopoli,+918929328378,"https://www.google.com/maps/search/?api=1&query=18.795809,73.330466&query_place_id=ChIJO6dQDtMH6DsRlf5EASxMYdU"
Tarabai Park,kolhapur,+918929277342,"https://www.google.com/maps/search/?api=1&query=16.708331,74.24107&query_place_id=ChIJdeoDxoEBwTsR5EoSFyznKhY"
Latur,Latur,+918929335325,"https://www.google.com/maps/search/?api=1&query=39.862112,105.052762&query_place_id=ChIJ_x46leODzzsR0GE36aSJ8AA"
Runwal,Mulund,+917065095850,"https://www.google.com/maps/search/?api=1&query=19.181121,72.946715&query_place_id=ChIJi_NJsui55zsRZZQsRT2VhiI"
Atria Mall,Mumbai,+917303350351,"https://www.google.com/maps/search/?api=1&query=18.9909739,72.8143388&query_place_id=ChIJcSiiY8nP5zsRqGav0te87-U"
Zingabai Takli,Nagpur,+918929279942,"https://www.google.com/maps/search/?api=1&query=21.194788,79.069857&query_place_id=ChIJczUdQRDB1DsRe7sWxrS046E"
Nalasopara,Nalasopara,+919582622909,"https://www.google.com/maps/search/?api=1&query=19.409184,72.826128&query_place_id=ChIJqwNlFR2p5zsRzwI1_Pentc4"
Vazirabad,Nanded,+918929355096,"https://www.google.com/maps/search/?api=1&query=19.15689,77.308207&query_place_id=ChIJvahy_UTX0TsRi0r5ltKqEg8"
City Centre Mall,Nashik,+917428891325,"https://www.google.com/maps/search/?api=1&query=19.990514,73.761586&query_place_id=ChIJRzXQ3aTr3TsR7lA1nd92W-A"
Railway Station Road Vashi,Navi Mumbai,+919582768117,"https://www.google.com/maps/search/?api=1&query=19.06577,72.99911&query_place_id=ChIJLzkrPFbB5zsRB4XBD8zM150"
Osmanabaad,Osmanabad,+917065309526,"https://www.google.com/maps/search/?api=1&query=18.204574,76.041008&query_place_id=ChIJu3kRxhAh2zsRLgZ1ORvpW5Y"
Tembhode Road,Palghar,+917065045109,"https://www.google.com/maps/search/?api=1&query=19.697022,72.766248&query_place_id=ChIJX7gYLYId5zsRxgGp1-TR31E"
Parbhani,Parbhani,+918929174412,"https://www.google.com/maps/search/?api=1&query=19.263480,76.771079&query_place_id=ChIJVyg_StUZ0DsR8hacKjEsAyE"
Ring Road Phaltan,Phaltan,+918929657687,"https://www.google.com/maps/search/?api=1&query=17.984101,74.434852&query_place_id=ChIJYdgb7WmlwzsRG08J6S3BaX4"
Westend Mall,Pune,+917428891369,"https://www.google.com/maps/search/?api=1&query=18.56187,73.80715&query_place_id=ChIJ674Isia_wjsReuYFfWRVIyc"
Ratnagiri,Ratnagiri,+918447845642,"https://www.google.com/maps/search/?api=1&query=16.9917287,73.3224367&query_place_id=ChIJRWQlM4YN6jsRK8spe8Qwfzs"
Sangli,Sangli,+918929338687,"https://www.google.com/maps/search/?api=1&query=16.854258,74.579463&query_place_id=ChIJsaIoO48ZwTsRdRbX_0OV85A"
Satara,Satara,+918929271730,"https://www.google.com/maps/search/?api=1&query=17.683944,73.997653&query_place_id=ChIJC1lfnHQ5wjsR8OuPdbuRVaY"
Solapur,Solapur,+917428890128,"https://www.google.com/maps/search/?api=1&query=17.67769,75.9068412&query_place_id=ChIJbcWVZXnQxTsRfSbg90JJ3Hw"
Virar West,Thane,+919654440163,"https://www.google.com/maps/search/?api=1&query=19.451678,72.807404&query_place_id=ChIJh4FHBI3I5zsRb9Z5GzTqPcQ"
Ganesh Mandir Road,Titwala,+919582958688,"https://www.google.com/maps/search/?api=1&query=19.297769,73.213598&query_place_id=ChIJKfnbzOmR5zsRmAr7Ym_MZWY"
Shivaji Chowk,Ulhasnagar,+918744815912,"https://www.google.com/maps/search/?api=1&query=19.2275284,73.1613962&query_place_id=ChIJHRPM-YGV5zsRo8XmRN-ZBIA"
Bhoidapada Vasai East,Vasai,+919561481122,"https://www.google.com/maps/search/?api=1&query=19.405395,72.854273&query_place_id=a"
Virar,Virar,+918929766192,"https://www.google.com/maps/search/?api=1&query=19.46791,72.80142&query_place_id=ChIJk3cU0Cir5zsRy8Y5lNznWqk"
Arvi Naka,Wardha,+919953101182,"https://www.google.com/maps/search/?api=1&query=20.75127,78.601786&query_place_id=ChIJV4xb72J_1DsRlzVjaaRHA3M"
Yavatmal,Yavatmal,+919654014645,"https://www.google.com/maps/search/?api=1&query=20.396798,78.129368&query_place_id=ChIJ0wn32WXp0zsRUwDeZVHiSK8"
Thangmeiband,Imphal,+917065095853,"https://www.google.com/maps/search/?api=1&query=24.81688,93.938563&query_place_id=ChIJn6HAiVAnSTcRCTzaPSOx2ck"
Dimapur,Dimapur,+918929161895,"https://www.google.com/maps/search/?api=1&query=25.908796,93.722015&query_place_id=ChIJS40kk-LhRTcRDg8XWbcSqLw"
Shankar Cinema Road,Angul,+917428890250,"https://www.google.com/maps/search/?api=1&query=20.8389,85.087812&query_place_id=ChIJlT2lfPOvGDoRMZWCwM5WBGM"
Balangir,Balangir,+918447938908,"https://www.google.com/maps/search/?api=1&query=20.705976,83.492053&query_place_id=ChIJ-Wnuvf8PJDoRCauf4G6394U"
Bargarh,Bargarh,+917838736245,"https://www.google.com/maps/search/?api=1&query=21.3420557,83.6064522&query_place_id=ChIJV6YFY6NLIToRb6TMWaoOBGE"
Bhawanipatna,Bhawanipatna,+918447805825,"https://www.google.com/maps/search/?api=1&query=19.90633,83.15361&query_place_id=ChIJwR1nVgTpJDoR1EH2Ww-18uc"
Vivekananda Marg,Bhubaneswar,+919999207583,"https://www.google.com/maps/search/?api=1&query=20.25083,85.8362571&query_place_id=ChIJyfmpE0unGToR5zdLDoJdUI4"
IBC systems Brahmapur,Brahmapur,+918447903198,"https://www.google.com/maps/search/?api=1&query=19.305856,84.799561&query_place_id=ChIJbVy0Dx5RPToRq1trOHSTCKs"
Jajpur Road,Byasanagar,+917290043042,"https://www.google.com/maps/search/?api=1&query=20.952305,86.129547&query_place_id=ChIJoz4iD99RGToRHSKm1m-GmwA"
Buxi Bazar,Cuttack,+918929327347,"https://www.google.com/maps/search/?api=1&query=20.4699393,85.870912&query_place_id=ChIJB5Ei34ENGToRXsYY6KLGoho"
Jatni,Jatni,+919953864560,"https://www.google.com/maps/search/?api=1&query=20.1658,85.6937&query_place_id=ChIJT5r74AivGToR-5dCDT6uXiE"
Marwari Para,Jharsuguda,+918800332950,"https://www.google.com/maps/search/?api=1&query=21.855649,84.013689&query_place_id=ChIJ_3xWqQXnIDoR52x5pTrzjdg"
Keonjhar,Keonjhar,+918447935985,"https://www.google.com/maps/search/?api=1&query=21.634877,85.613432&query_place_id=ChIJ0b999YP9HjoR4n4PgDhvih8"
Rayagada,Rayagada,+918447927671,"https://www.google.com/maps/search/?api=1&query=19.1691,83.4121&query_place_id=ChIJa-BK8ANFOzoRoB8ao85V4bw"
Uditnagar,Rourkela,+917428890178,"https://www.google.com/maps/search/?api=1&query=22.22686,84.8430018&query_place_id=ChIJ28qqqkEZIDoReLHkjP6gyx8"
Sambalpur,Sambalpur,+919818811367,"https://www.google.com/maps/search/?api=1&query=21.489752,83.984995&query_place_id=ChIJy2InKIoXIToROOGnoHi0eA8"
Danapur,Danapur,+919582807457,"https://www.google.com/maps/search/?api=1&query=25.639611,85.055658&query_place_id=ChIJFZ7SUNJX7TkRxfSIWSQbhu0"
Thavalakuppam,Puducherry,+918929183896,"https://www.google.com/maps/search/?api=1&query=11.8634510,79.7924677&query_place_id=ChIJ1RY_Yt2fVDoR4fn6Lml366Q"
Abohar,Abohar,+919953625418,"https://www.google.com/maps/search/?api=1&query=30.144385,74.201779&query_place_id=ChIJT-HMPTunFzkR_0EACJM00aU"
Sultan Wind Road,Amritsar,+918929337369,"https://www.google.com/maps/search/?api=1&query=31.614636,74.8900162&query_place_id=ChIJjSoMjLh9GTkRPd0ho-U8lLI"
Mall Road,Bathinda,+919582559334,"https://www.google.com/maps/search/?api=1&query=30.212444,74.942791&query_place_id=ChIJn2fzmAozFzkRmEi7PuLYOWA"
Sector 7C,Chandigarh,+918929337307,"https://www.google.com/maps/search/?api=1&query=30.73512,76.80173&query_place_id=ChIJd0-9_hbtDzkRK1wS_H3tMTo"
Derabassi,Dera Bassi,+918929762902,"https://www.google.com/maps/search/?api=1&query=30.587318,76.856473&query_place_id=ChIJeaDQnre_DzkRsT0e8RnPJG4"
Dogar Basti,Faridkot,+919953929927,"https://www.google.com/maps/search/?api=1&query=30.66934,74.75751&query_place_id=ChIJu9NIFL1ZFzkRt3XaeHkIYFc"
Sirhind,Fatehgarh Sahib,+919873587324,"https://www.google.com/maps/search/?api=1&query=30.64173,76.395953&query_place_id=ChIJo8U9QsEdEDkRxjEvrO9P87E"
Fazilka,Fazilka,+919643968468,"https://www.google.com/maps/search/?api=1&query=30.402576,74.028145&query_place_id=ChIJl_wPNgCRFzkRILKiHmvKs7c"
Malwal Road,Firozpur,+917428890240,"https://www.google.com/maps/search/?api=1&query=30.95434,74.614433&query_place_id=ChIJ61llfevpGTkRTeGNFmE1Ugg"
Phagwara Road,Hoshiarpur,+919582946782,"https://www.google.com/maps/search/?api=1&query=31.53887,75.904866&query_place_id=ChIJNXczjhPjGjkRxmwQ-J5iDZo"
PPR Market Jalandhar,Jalandhar,+911814056514,"https://www.google.com/maps/search/?api=1&query=31.298088,75.581100&query_place_id=ChIJsbtLrlJbGjkR8AdYeQdkGVo"
Bus Stand Road,Kapurthala,+919582873482,"https://www.google.com/maps/search/?api=1&query=31.381520,75.388146&query_place_id=ChIJfwgVe85JGjkRzCXBZLBUEzs"
"Civil Lines, Ludhiana",Ludhiana,+917428891225,"https://www.google.com/maps/search/?api=1&query=30.91601,75.834224&query_place_id=ChIJ3YqMm5SDGjkR6P5QeLbH1UE"
Mansa,Mansa,+919873921069,"https://www.google.com/maps/search/?api=1&query=29.9888504,75.4009697&query_place_id=ChIJk8X1mg4fETkR4XKVd70Huzg"
Moga Punjab,Moga,+919582280314,"https://www.google.com/maps/search/?api=1&query=30.814737,75.169614&query_place_id=ChIJU9OOJngJGjkRcth6hvDqEKw"
"VIP Road, Zirakpur",Mohali,+917428891129,"https://www.google.com/maps/search/?api=1&query=30.6379686,76.8148965&query_place_id=ChIJQXyRRgevJzoRYhBt_Jn-IM8"
Nabha,Nabha,+917291807483,"https://www.google.com/maps/search/?api=1&query=30.373895,76.165413&query_place_id=ChIJNXR5qmE5EDkRM5G_RO89Pps"
Satgur Nagar,Nawanshahar,+919582752664,"https://www.google.com/maps/search/?api=1&query=31.12321843,76.11833942&query_place_id=ChIJpfw-uC-9GjkRAJJazu6b1t8"
Pathankot,Pathankot,+919711712326,"https://www.google.com/maps/search/?api=1&query=32.267121,75.651179&query_place_id=ChIJETC4d6x_HDkRJTqz7nJGALY"
"Urban Estate, Phase 2",Patiala,+919311773740,"https://www.google.com/maps/search/?api=1&query=30.34764,76.44076&query_place_id=ChIJyfMUDrwpEDkRl_bfQLY04nw"
Phagwara,Phagwara,+918448320321,"https://www.google.com/maps/search/?api=1&query=31.219612,75.776237&query_place_id=ChIJlSKUcR69GjkR8TKiNZvfk74"
Rupnagar,Rupnagar,+919953986529,"https://www.google.com/maps/search/?api=1&query=30.958277,76.515304&query_place_id=ChIJw-Zcv0xVBTkRmE3bmiCjmGI"
Tehsil Road Samana,Samana,+919592303121,"https://www.google.com/maps/search/?api=1&query=30.153361,76.199278&query_place_id=ChIJYXEU7DXNETkRTVlTZFqevZI"
Sangrur,Sangrur,+919643669738,"https://www.google.com/maps/search/?api=1&query=30.245405,75.843529&query_place_id=ChIJ8btflDtREDkR7SB4sd2g2uA"
Sri Muktsar Sahib,Sri Muktsar Sahib,+919643816973,"https://www.google.com/maps/search/?api=1&query=30.478208,74.530891&query_place_id=ChIJS0Q4EcxpFzkRfa0IBCbUkNY"
Tarn Taran Sahib,Tarn Taran Sahib,+918447937967,"https://www.google.com/maps/search/?api=1&query=31.467468,74.916515&query_place_id=ChIJTYgzEkJ_GTkRob73VVtQFXk"
Singhpura Chowk,Zirakpur,+918929275305,"https://www.google.com/maps/search/?api=1&query=30.6296121,76.8236209&query_place_id=ChIJOwKzLlzrDzkRAgRA8kvnLVU"
Vaishali Nagar,Ajmer,+919899410445,"https://www.google.com/maps/search/?api=1&query=26.4866,74.6308288&query_place_id=ChIJ2a249OLnazkRx1WMleT4LbA"
Alwar Rajasthan,Alwar,+919654910313,"https://www.google.com/maps/search/?api=1&query=27.568514,76.608727&query_place_id=ChIJ4QSRwliZcjkRrauuoVPpp4A"
Nagori Garden,Bhilwara,+917428890219,"https://www.google.com/maps/search/?api=1&query=25.3431009,74.640266&query_place_id=ChIJAQDAu8rDaDkRVZvo05i8D18"
Bikaner,Bikaner,+918929470836,"https://www.google.com/maps/search/?api=1&query=28.011039,73.316427&query_place_id=ChIJ017mPX7nPzkRMUB_ltsIOOw"
Hanumangarh,Hanumangarh,+919711271330,"https://www.google.com/maps/search/?api=1&query=29.606541,74.29252&query_place_id=ChIJIbyJ3nX1FjkRdc7Sj5seUY8"
Vidyadhar Nagar,Jaipur,+919311773747,"https://www.google.com/maps/search/?api=1&query=26.96312,75.78007&query_place_id=ChIJv72ffguzbTkRGx2w88I40Zo"
Indiabull Mega Mall,Jodhpur,+918929270403,"https://www.google.com/maps/search/?api=1&query=26.2192996,73.0419002&query_place_id=ChIJrXgxeiSNQTkR_a5qhCEnt04"
Kishangarh,Kishangarh,+919873157145,"https://www.google.com/maps/search/?api=1&query=26.579599,74.842891&query_place_id=ChIJyYuMzbHxazkRqAoyc3Djxe4"
Talwandi,Kota,+918587908928,"https://www.google.com/maps/search/?api=1&query=25.149597,75.840063&query_place_id=ChIJK6OaCzaFbzkRxS9GzzE02V0"
Pali,Pali,+919643301364,"https://www.google.com/maps/search/?api=1&query=25.77819,73.33128&query_place_id=ChIJryZ_MhFzQjkRVT2wiUTvMV8"
Sikar,Sikar,+919810461371,"https://www.google.com/maps/search/?api=1&query=27.613448,75.146442&query_place_id=ChIJ72k5nzKlbDkRvhxsFAksnOw"
Sri Ganganagar,Sri Ganganagar,+917303376377,"https://www.google.com/maps/search/?api=1&query=29.91506876,73.8749200099361&query_place_id=ChIJadYgkie1FzkRwKAlxt7vAfs"
Shobhagpura,Udaipur,+917065045152,"https://www.google.com/maps/search/?api=1&query=24.601005,73.709105&query_place_id=ChIJRSJ82VHlZzkRKsnAGBify-g"
Manar Mall,Ras Al Khaimah,+91503803224,"https://www.google.com/maps/search/?api=1&query=25.80909774,55.9596401&query_place_id=ChIJD41R1rN39j4Ry_-HpMpeyqo"
Park Avenue,Riyadh,+916566957170,"https://www.google.com/maps/search/?api=1&query=24.82741,46.728407&query_place_id=a"
"City Centre Al Zahia, Sharjah",Sharjah,+91505319722,"https://www.google.com/maps/search/?api=1&query=25.31569745,55.45391477&query_place_id=ChIJv01Zk79ZXz4RaHIQSD5PmB8"
MG Marg Gangtok,Gangtok,+918929707545,"https://www.google.com/maps/search/?api=1&query=27.330583,88.612775&query_place_id=ChIJB0GInOyl5jkR4-Mvne3G0A8"
Bishan Junction 8,Bishan,+9169081839,"https://www.google.com/maps/search/?api=1&query=1.350584,103.848665&query_place_id=ChIJZ249xLsX2jERMtZCyjdByz0"
West Mall,Bukit Batok,+9169049411,"https://www.google.com/maps/search/?api=1&query=1.34973,103.74949&query_place_id=ChIJF-oSpKAR2jERTq_TtjIfd0Y"
Chinatown Point,Chinatown Point,+9165‭65135530,"https://www.google.com/maps/search/?api=1&query=1.285196157137017,103.84485133450566&query_place_id=ChIJiUO1_8kZ2jERInxfhfVGUMA"
Lot One,Choa Chu Kang,+9169085735,"https://www.google.com/maps/search/?api=1&query=1.385127,103.744921&query_place_id=ChIJe_XkbrYR2jERe4GhKC3oMgY"
Plaza Singapura,Dhoby Ghaut,+9165‭65137795‬,"https://www.google.com/maps/search/?api=1&query=1.300899724,103.8451059&query_place_id=ChIJPUGAkFgZ2jERWrHwN4CNuMo"
Funan,Downtown,+9169701335,"https://www.google.com/maps/search/?api=1&query=1.291066,103.850301&query_place_id=ChIJmzduRVQZ2jERpW99g7TE1Ys"
Vivo City,Harbourfront,+9169042589,"https://www.google.com/maps/search/?api=1&query=1.2649832153578195,103.82160599101748&query_place_id=ChIJF4N_I6IZ2jERpNf3maBYyGE"
Hougang Mall,Hougang,+9169049414,"https://www.google.com/maps/search/?api=1&query=1.3726,103.8937&query_place_id=ChIJB-KrkhkX2jERZwec_1TkiCI"
Jewel Changi,Jewel Changi,+9165133385,"https://www.google.com/maps/search/?api=1&query=1.360354025,103.9899543&query_place_id=ChIJp4D6Cdw92jERDT2VyvLpX8k"
West Gate,Jurong East,+9165920177,"https://www.google.com/maps/search/?api=1&query=1.334534136,103.74259718210855&query_place_id=ChIJEywehvMR2jEROm9Eh3IPm38"
Jurong Point,Jurong West,+9162511322,"https://www.google.com/maps/search/?api=1&query=1.339347,103.705395&query_place_id=ChIJX_li5m4P2jERL7VTLTbG4y4"
Parkway Parade,Marine Parade,+9165184119,"https://www.google.com/maps/search/?api=1&query=1.301287893,103.9052015&query_place_id=ChIJD8l1JQQZ2jERt1-3_uG6NCY"
White Sands,Pasir Ris,+9169087858,"https://www.google.com/maps/search/?api=1&query=1.3724,103.9497&query_place_id=ChIJNUsa7_E92jERN62aUS3rTtc"
Paya Lebar Quarter,Paya Lebar,+9169701435,"https://www.google.com/maps/search/?api=1&query=1.3176,103.8929&query_place_id=ChIJq9kG1LoZ2jERrOt-EIScNLA"
